hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	islet_proteomics	islet_proteomics_rank	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS/SST	INS/GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank
SOST	sclerostin	No		ENSG00000167941	Q9BQB4	Sclerostin family	11	ecm, ligand	ecm, extracellular, intracellular, ligand, ligand_regulator, secreted	O75096, O75197, O75581	LRP4, LRP5, LRP6	LRP6 [Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;DIP:21944579;ELM:21944579;ELM:22696217;IntAct:15908424;IntAct:21944579;LMPID:21944579;LRdb:15778503;connectomeDB2020:15778503], LRP5 [Baccin2019:15778503;CellTalkDB:15778503;Cellinker:15778503;ELM:21944579;ELM:22696217;IntAct:15908424;LRdb:15778503;connectomeDB2020:15778503], LRP4 [IntAct:21471202;connectomeDB2020:19936252]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; protein-containing complex [GO:0032991]	BMP binding [GO:0036122]; DNA-binding transcription factor binding [GO:0140297]; heparin binding [GO:0008201]	cellular response to parathyroid hormone stimulus [GO:0071374]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; negative regulation of protein-containing complex assembly [GO:0031333]; negative regulation of Wnt signaling pathway [GO:0030178]; ossification [GO:0001503]; positive regulation of transcription, DNA-templated [GO:0045893]; response to mechanical stimulus [GO:0009612]; Wnt signaling pathway [GO:0016055]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOST&keywords=SOST	0.010525967415730336	826	NA	NA	0.009458544641758061	837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SOSTDC1	sclerostin domain containing 1	No		ENSG00000171243	Q6X4U4	Sclerostin family	3	ligand	extracellular, ligand, ligand_regulator, secreted, transmembrane	O75096, O75197, O75581, P18075	BMP7, LRP4, LRP5, LRP6	LRP6 [LMPID:12900447;LMPID:21944579;connectomeDB2020:20724449], LRP4 [connectomeDB2020:20724449], LRP5 [connectomeDB2020:20724449], BMP7 [HPRD:14623234;HPRD:15020244]	extracellular space [GO:0005615]	BMP binding [GO:0036122]; BMP receptor activity [GO:0098821]	hair follicle morphogenesis [GO:0031069]; mammary gland bud morphogenesis [GO:0060648]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell fate commitment [GO:0010454]; negative regulation of determination of dorsal identity [GO:2000016]; negative regulation of myoblast differentiation [GO:0045662]; negative regulation of Wnt signaling pathway [GO:0030178]; odontogenesis of dentin-containing tooth [GO:0042475]; pattern specification process [GO:0007389]; Wnt signaling pathway [GO:0016055]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOSTDC1&keywords=SOSTDC1	0.12011957640449439	659	NA	NA	0.05945548098341411	696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPAG11B	sperm associated antigen 11B	No		ENSG00000274405, ENSG00000164871	Q08648	SPAG11 family	1	ligand	extracellular, ligand, secreted	Q9Y2T6	GPR55	GPR55 [scConnect:31675498]	extracellular region [GO:0005576]	NA	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; cytolysis by host of symbiont cells [GO:0051838]; defense response to bacterium [GO:0042742]; spermatogenesis [GO:0007283]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPAG11B&keywords=SPAG11B	0.028222467415730337	776	NA	NA	3.6820834615384195	98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SPARC	secreted protein acidic and cysteine rich	TBD		ENSG00000113140	P09486	SPARC family	1	ecm, ligand	ecm, extracellular, intracellular, ligand, ligand_regulator, secreted	P11362, P17813	ENG, FGFR1	FGFR1 [Cellinker:14505356], ENG [Cellinker:21708981]	basement membrane [GO:0005604]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; endocytic vesicle lumen [GO:0071682]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; intracellular membrane-bounded organelle [GO:0043231]; nuclear matrix [GO:0016363]; plasma membrane [GO:0005886]; platelet alpha granule [GO:0031091]; platelet alpha granule lumen [GO:0031093]; platelet alpha granule membrane [GO:0031092]	calcium ion binding [GO:0005509]; collagen binding [GO:0005518]; extracellular matrix binding [GO:0050840]	anatomical structure development [GO:0048856]; negative regulation of angiogenesis [GO:0016525]; negative regulation of endothelial cell proliferation [GO:0001937]; positive regulation of endothelial cell migration [GO:0010595]; regulation of cell morphogenesis [GO:0022604]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC&keywords=SPARC	533.1868579084681	22	2310.76	128	0.9428808749622877	275	0.007874015748031496	0.01297405189620758	1.661504424778768	2.873141486810493	0.013468013468013466	0.00338409475465313	0.009066183136899365	0.0065252854812398045	0.005919348871624123	0.003605287755374543	0.005331272937994983	284	308	288	0.4184357696035727	0.03715690892558793	0.031755723309385156	0.035784297263930266	514	513	513
SPON1	spondin 1	TBD		ENSG00000262655	Q9HCB6	NA	1	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	P05067, Q14114	APP, LRP8	APP [HPRD:14983046;connectomeDB2020:14983046], LRP8 [connectomeDB2020:21488757]	endoplasmic reticulum lumen [GO:0005788]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]	extracellular matrix structural constituent [GO:0005201]; LBD domain binding [GO:0050693]; metal ion binding [GO:0046872]	cell adhesion [GO:0007155]; negative regulation of amyloid-beta formation [GO:1902430]; positive regulation of amyloid precursor protein catabolic process [GO:1902993]; positive regulation of protein binding [GO:0032092]; positive regulation of protein processing [GO:0010954]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPON1&keywords=SPON1	17.62974810223135	181	NA	NA	0.7665299610672548	309	0.007874015748031496	0.058882235528942055	0.019911504424778764	0.2151079136690655	0.01683501683501683	0.042301184433164135	0.047144152311876644	0.04893964110929857	0.021457639659637432	0.0223327547069034	0.0649024531581979	229	189	138	0.05142622832590116	0.5121206448284065	0.5263672471531169	1.2193887725093209	336	308	58
SPON2	spondin 2	TBD	manually added ensembl_gene_ID, hgnc_symbol, and description by searching the uniprot ID on genenames.org	ENSG00000159674	Q9BUD6	NA	4	ecm, ligand	ecm, extracellular, intracellular, ligand, secreted	P05107, P05556, P08648, P11215, P13612	ITGA4, ITGA5, ITGAM, ITGB1, ITGB2	ITGB2 [CellTalkDB:32196115;connectomeDB2020:30869196], ITGAM [CellTalkDB:30869196;connectomeDB2020:30869196], ITGA4 [connectomeDB2020:29440144], ITGA5 [connectomeDB2020:29440144], ITGB1 [connectomeDB2020:29440144]	extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]	antigen binding [GO:0003823]; lipopolysaccharide binding [GO:0001530]; metal ion binding [GO:0046872]	cell adhesion [GO:0007155]; cellular response to lipopolysaccharide [GO:0071222]; defense response to fungus [GO:0050832]; defense response to virus [GO:0051607]; induction of bacterial agglutination [GO:0043152]; innate immune response [GO:0045087]; mast cell mediated immunity [GO:0002448]; opsonization [GO:0008228]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of tumor necrosis factor production [GO:0032760]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPON2&keywords=SPON2	17.044375471418203	184	1208.81	152	0.6000862426322493	337	0	0.007984031936127746	0.00331858407079646	1.445323741007181	0.030303030303030297	0.11167512690355322	0.046237533998186725	0.03915171288743884	0.10432852386237476	0.04292963012418305	0.02113192968900906	122	154	204	0.1683985313438074	0.6408602301890158	0.2966931943076243	0.17450776895137102	282	379	435
SPP1	secreted phosphoprotein 1	Yes	has non-integrin signalling role too	ENSG00000118785	P10451	Osteopontin family	13	ecm, ligand	ecm, intracellular, ligand, secreted	P05106, P05556, P06756, P08648, P13612, P16070, P18084, P21453, P35408, P51685, Q13797	CCR8, CD44, ITGA4, ITGA4_ITGB1, ITGA4_ITGB7, ITGA5, ITGA5_ITGB1, ITGA8_ITGB1, ITGA9, ITGA9_ITGB1, ITGAV, ITGAV_ITGB1, ITGAV_ITGB3, ITGAV_ITGB5, ITGAV_ITGB6, ITGB1, ITGB3, ITGB5, PTGER4, S1PR1	CD44 [Baccin2019:10657301;Baccin2019:12377945;CellChatDB:21907263;CellTalkDB:10657301;Cellinker:10657301;Cellinker:12377945;Cellinker:21907263;HPRD:10657301;HPRD:12377945;ICELLNET:8560266;LRdb:10657301;LRdb:12;Lit-BM-17:20146103;Lit-BM-17:20549562;connectomeDB2020:10657301;connectomeDB2020:12377945], ITGA4 [CellTalkDB:19417209;LRdb:19417209;Ramilowski2015:19417209;connectomeDB2020:19417209;talklr:19417209], ITGB1 [CellTalkDB:10593924;HPRD:10593924;LMPID:8910476;LRdb:10593924;connectomeDB2020:10593924;connectomeDB2020:7592829], ITGB3 [CellTalkDB:32196115;connectomeDB2020:7592829], ITGAV [CellTalkDB:10835423;HPRD:10835423;LRdb:10835423;connectomeDB2020:10835423;connectomeDB2020:7592829], ITGA9 [CellTalkDB:10593924;HPRD:10593924;LRdb:10593924;connectomeDB2020:10593924], ITGA5 [CellTalkDB:7592829;HPRD:7592829;LRdb:7592829], ITGB5 [CellTalkDB:32196115;connectomeDB2020:7592829], PTGER4 [CellTalkDB:32103204], S1PR1 [Cellinker:9488656;LRdb:9488656;Ramilowski2015:9488656;talklr:9488656], CCR8 [NA]	cell projection [GO:0042995]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]	cytokine activity [GO:0005125]; extracellular matrix binding [GO:0050840]; integrin binding [GO:0005178]	androgen catabolic process [GO:0006710]; biomineral tissue development [GO:0031214]; cell adhesion [GO:0007155]; cellular response to testosterone stimulus [GO:0071394]; decidualization [GO:0046697]; embryo implantation [GO:0007566]; inflammatory response [GO:0006954]; negative regulation of collateral sprouting of intact axon in response to injury [GO:0048685]; osteoblast differentiation [GO:0001649]; positive regulation of bone resorption [GO:0045780]; positive regulation of estradiol secretion [GO:2000866]; positive regulation of transcription, DNA-templated [GO:0045893]; response to steroid hormone [GO:0048545]; response to vitamin D [GO:0033280]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPP1&keywords=SPP1	2334.400302911864	12	1671.51	140	12.968012079534954	39	0.7322834645669289	2.8323353293413014	0.033185840707964626	0.06187050359712228	0.48989898989898983	0.8697123519458544	3.3934723481414393	0.05709624796084831	0.18682944876063598	2.5020363199360016	0.03816882364303643	84	15	168	1.0178990607727385	0.1914871374750226	2.443855059121798	0.046861433657527415	442	14	506
SPX	spexin hormone	Yes		ENSG00000134548	Q9BT56	Spexin family	4	ligand	intracellular, ligand, secreted	O43603, O60755	GALR2, GALR3	GALR2 [CellTalkDB:31730796;Guide2Pharma:24517231;connectomeDB2020:24517231;connectomeDB2020:30305242], GALR3 [Guide2Pharma:24517231;connectomeDB2020:24517231;connectomeDB2020:30305242]	cytoplasm [GO:0005737]; dense core granule [GO:0031045]; extracellular space [GO:0005615]; transport vesicle [GO:0030133]	neuropeptide hormone activity [GO:0005184]; type 2 galanin receptor binding [GO:0031765]; type 3 galanin receptor binding [GO:0031766]	long-chain fatty acid import into cell [GO:0044539]; negative regulation of appetite [GO:0032099]; negative regulation of heart rate [GO:0010459]; negative regulation of renal sodium excretion [GO:0035814]; positive regulation of gastro-intestinal system smooth muscle contraction [GO:1904306]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of sensory perception of pain [GO:0051930]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPX&keywords=SPX	1.7083043597888992	398	NA	NA	0.26683412706738907	484	0	0	0	4.7961630695443646e-4	0.11111111111111122	0	0.001813236627379873	0.0016313213703099511	0	0.002971024168780874	4.6358895112999797e-4	303	320	387	0.010769990775969669	0.4814638633142647	0.6245079407443939	0.5037839960543504	351	281	323
SST	somatostatin	Yes		ENSG00000157005	P61278	Somatostatin family	16	ligand	extracellular, ligand, secreted	P08913, P30872, P30874, P31391, P32745, P35346, P48039, Q14831, Q96LB1	ADRA2A, GRM7, MRGPRX2, MTNR1A, SSTR1, SSTR2, SSTR3, SSTR4, SSTR5	SSTR1 [Baccin2019:10598788;Baccin2019:11520208;Baccin2019:1346068;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:9784130;Cellinker:10598788;Cellinker:11520208;Cellinker:1346068;Cellinker:15333679;Cellinker:7988476;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9724791;Guide2Pharma:9784130;HPRD:1346068;LRdb:10598788;LRdb:11520208;LRdb:1346068;LRdb:15333679;LRdb:7988476;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:1346068;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9724791;scConnect:9784130], SSTR2 [Baccin2019:10598788;Baccin2019:11520208;Baccin2019:1346068;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8702767;Baccin2019:8769372;Baccin2019:9650799;Baccin2019:9652348;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:10598788;Cellinker:10598788;Cellinker:11520208;Cellinker:1346068;Cellinker:15333679;Cellinker:7988476;Cellinker:8702767;Cellinker:8769372;Cellinker:9650799;Cellinker:9652348;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9650799;Guide2Pharma:9652348;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8702767;HPRD:1346068;LRdb:10598788;LRdb:11520208;LRdb:1346068;LRdb:15333679;LRdb:7988476;LRdb:8702767;LRdb:8769372;LRdb:9650799;LRdb:9652348;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:1346068;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8702767;connectomeDB2020:8769372;connectomeDB2020:9650799;connectomeDB2020:9652348;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9650799;scConnect:9652348;scConnect:9724791;scConnect:9784130], SSTR3 [Baccin2019:10598788;Baccin2019:11520208;Baccin2019:1337145;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8097479;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:9784130;Cellinker:10598788;Cellinker:11520208;Cellinker:1337145;Cellinker:15333679;Cellinker:7988476;Cellinker:8097479;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8097479;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9724791;Guide2Pharma:9784130;HPRD:1337145;LRdb:10598788;LRdb:11520208;LRdb:1337145;LRdb:15333679;LRdb:7988476;LRdb:8097479;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:1337145;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8097479;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8097479;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9724791;scConnect:9784130], SSTR4 [Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7988476;Baccin2019:8100352;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:9784130;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7988476;Cellinker:8100352;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:8100352;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7988476;LRdb:8100352;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9724791;LRdb:9784130;SIGNOR:10433861;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7988476;connectomeDB2020:8100352;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9724791;scConnect:9784130], SSTR5 [Baccin2019:10598788;Baccin2019:11520208;Baccin2019:15333679;Baccin2019:7908405;Baccin2019:7988476;Baccin2019:8769372;Baccin2019:9600011;Baccin2019:9650799;Baccin2019:9652348;Baccin2019:9724791;Baccin2019:9784130;CellTalkDB:7908405;Cellinker:10598788;Cellinker:11520208;Cellinker:15333679;Cellinker:7908405;Cellinker:7988476;Cellinker:8769372;Cellinker:9600011;Cellinker:9650799;Cellinker:9652348;Cellinker:9724791;Cellinker:9784130;Guide2Pharma:10598788;Guide2Pharma:11520208;Guide2Pharma:15333679;Guide2Pharma:7988476;Guide2Pharma:8769372;Guide2Pharma:9600011;Guide2Pharma:9650799;Guide2Pharma:9652348;Guide2Pharma:9724791;Guide2Pharma:9784130;HPMR:8769372;HPRD:7908405;LRdb:10598788;LRdb:11520208;LRdb:15333679;LRdb:7908405;LRdb:7988476;LRdb:8769372;LRdb:9600011;LRdb:9650799;LRdb:9652348;LRdb:9724791;LRdb:9784130;connectomeDB2020:10598788;connectomeDB2020:11520208;connectomeDB2020:15333679;connectomeDB2020:7908405;connectomeDB2020:7988476;connectomeDB2020:8769372;connectomeDB2020:9600011;connectomeDB2020:9650799;connectomeDB2020:9652348;connectomeDB2020:9724791;connectomeDB2020:9784130;scConnect:10598788;scConnect:11520208;scConnect:15333679;scConnect:7988476;scConnect:8769372;scConnect:9600011;scConnect:9650799;scConnect:9652348;scConnect:9724791;scConnect:9784130], MTNR1A [CellTalkDB:32196115], GRM7 [CellTalkDB:32196115], ADRA2A [CellTalkDB:32196115], MRGPRX2 [scConnect:23396314]	extracellular region [GO:0005576]; extracellular space [GO:0005615]; neuronal cell body [GO:0043025]; synapse [GO:0045202]	hormone activity [GO:0005179]; identical protein binding [GO:0042802]	cell-cell signaling [GO:0007267]; cell surface receptor signaling pathway [GO:0007166]; chemical synaptic transmission [GO:0007268]; digestion [GO:0007586]; G protein-coupled receptor signaling pathway [GO:0007186]; hormone-mediated apoptotic signaling pathway [GO:0008628]; hyperosmotic response [GO:0006972]; negative regulation of cell population proliferation [GO:0008285]; regulation of cell migration [GO:0030334]; response to acidic pH [GO:0010447]; response to amino acid [GO:0043200]; response to heat [GO:0009408]; response to nutrient [GO:0007584]; response to steroid hormone [GO:0048545]; response to xenobiotic stimulus [GO:0009410]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST&keywords=SST	7794.808887640449	6	205386	9	259.83383715451475	6	1.078740157480314	3.8183632734530715	2.247787610619464	2.5050359712229184	14.265993265993302	780.1878172588838	3.695376246600209	10.898858075040716	1621.4073251942307	2.3324876485518584	1.6181958663323952	1	17	18	222.1869073244008	7.297209239852336	0.010542395376961286	0.007327716150231012	1	523	528
ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	No		ENSG00000073849	P15907	Glycosyltransferase 29 family	1	adhesion, cell_surface_ligand	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, secreted, transmembrane	P00533, P20273	CD22, EGFR	CD22 [CellTalkDB:1717156;Cellinker:1717156;HPRD:8702538;LRdb:1717156;SIGNOR:8702538;connectomeDB2020:1717156], EGFR [CellTalkDB:29402301]	endoplasmic reticulum [GO:0005783]; extracellular region [GO:0005576]; Golgi cisterna membrane [GO:0032580]; Golgi medial cisterna [GO:0005797]; Golgi membrane [GO:0000139]; Golgi trans cisterna [GO:0000138]; integral component of membrane [GO:0016021]	beta-galactoside alpha-2,6-sialyltransferase activity [GO:0003835]; protein homodimerization activity [GO:0042803]; sialyltransferase activity [GO:0008373]	humoral immune response [GO:0006959]; N-acetylneuraminate metabolic process [GO:0006054]; negative regulation of chemotaxis [GO:0050922]; negative regulation of macrophage apoptotic process [GO:2000110]; O-glycan processing [GO:0016266]; positive regulation of mononuclear cell proliferation [GO:0032946]; protein N-linked glycosylation via asparagine [GO:0018279]; protein sialylation [GO:1990743]; regulation of substrate adhesion-dependent cell spreading [GO:1900024]; response to ethanol [GO:0045471]; sialylation [GO:0097503]; viral protein processing [GO:0019082]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST6GAL1&keywords=ST6GAL1	19.435630670321913	171	2837.97	118	0.8784862775950392	290	0.007874015748031496	0.0818363273453093	0.02986725663716816	0.005755395683453236	0.013468013468013466	0.0287648054145516	0.01813236627379873	0.0016313213703099511	0.038105808361080275	0.023300841233809527	0.0010817075526366625	189	186	363	0.02271071446256022	1.4706437676908848	1.0180407790213433	0.3387791350543712	58	123	377
STC1	stanniocalcin 1	Yes		ENSG00000159167	P52823	Stanniocalcin family	2	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA	apical plasma membrane [GO:0016324]; cytoplasm [GO:0005737]; extracellular space [GO:0005615]; nucleus [GO:0005634]	hormone activity [GO:0005179]; identical protein binding [GO:0042802]	bone development [GO:0060348]; cellular calcium ion homeostasis [GO:0006874]; cellular response to cAMP [GO:0071320]; cellular response to glucocorticoid stimulus [GO:0071385]; cellular response to hypoxia [GO:0071456]; chondrocyte proliferation [GO:0035988]; decidualization [GO:0046697]; embryo implantation [GO:0007566]; endothelial cell morphogenesis [GO:0001886]; growth plate cartilage axis specification [GO:0003421]; negative regulation of calcium ion transport [GO:0051926]; negative regulation of cell migration [GO:0030336]; negative regulation of endothelial cell migration [GO:0010596]; negative regulation of renal phosphate excretion [GO:1903403]; ossification [GO:0001503]; positive regulation of calcium ion import [GO:0090280]; regulation of anion transport [GO:0044070]; regulation of cardiac muscle cell contraction [GO:0086004]; response to vitamin D [GO:0033280]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC1&keywords=STC1	62.60774784222061	69	NA	NA	7.039903579157789	57	0.06299212598425197	0.1576846307385233	2.3274336283185835	1.2836930455635491	0.011784511784511783	0.005076142131979695	0.0027198549410698096	0	0.0033296337402885685	0.0026705835224996623	0.006606142553602476	294	330	268	0.35127184538898726	0.036896408924244666	0.035072158775221025	0.0459657810746984	515	509	508
STC2	stanniocalcin 2	Yes		ENSG00000113739	O76061	Stanniocalcin family	2	ligand	extracellular, intracellular, ligand, secreted	NA	NA	NA	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; perinuclear region of cytoplasm [GO:0048471]	enzyme binding [GO:0019899]; heme binding [GO:0020037]; hormone activity [GO:0005179]; protein homodimerization activity [GO:0042803]	cellular calcium ion homeostasis [GO:0006874]; cellular response to hypoxia [GO:0071456]; decidualization [GO:0046697]; embryo implantation [GO:0007566]; endoplasmic reticulum unfolded protein response [GO:0030968]; negative regulation of gene expression [GO:0010629]; negative regulation of multicellular organism growth [GO:0040015]; regulation of hormone biosynthetic process [GO:0046885]; regulation of store-operated calcium entry [GO:2001256]; response to oxidative stress [GO:0006979]; response to peptide hormone [GO:0043434]; response to vitamin D [GO:0033280]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC2&keywords=STC2	2.564293346191578	357	NA	NA	0.33902115757141027	448	0	0.17914171656686706	0.12168141592920369	0.139088729016787	0.22222222222222227	0.11675126903553293	0.2003626473254754	0.12234910277324648	0.052534221235664105	0.005708372279343025	0.28514583735752813	165	278	56	0.13136232124926092	0.4423683813553043	0.11112135214336792	2.0878677907184637	360	463	17
