hgnc_symbol	description	keep_in_list	comments	ensembl_gene_ids	uniprot_gn_ids	Protein.families	consensus_score	generic_categories	all_categories	receptor_uniprot	receptor_symbol	receptor_references	GO_cellular_component	GO_molecular_function	GO_biological_process	genecards_url	islet_tpm	islet_tpm_rank	gtex_mean	islet_specificity	islet_specificity_rank	Immune	Duct	Endothelial	Pericytes	Acinar	INS.SST	INS.GCG	PPY	Delta	Beta	Alpha	delta_rank	beta_rank	alpha_rank	mean_islet_scRNAseq	delta_specificity	beta_specificity	alpha_specificity	delta_specificity_rank	beta_specificity_rank	alpha_specificity_rank	unsorted_immature_beta	unsorted_ins_gfp	unsorted_ins_gfp_gcg_sst	unsorted_pancreatic_proj	sorted_eBCs	sorted_immature_beta	sorted_ins_gfp_gcg_sst	sorted_ins_gfp_sst	sorted_pancreatic_proj
PGLYRP1	peptidoglycan recognition protein 1	No		ENSG00000008438	O75594	N-acetylmuramoyl-L-alanine amidase 2 family	1	ligand, receptor	intracellular, ligand, receptor, secreted, secreted_receptor	Q9NP99	TREM1	TREM1 [InnateDB:25595774;connectomeDB2020:25595774]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; phagocytic vesicle lumen [GO:0097013]; specific granule lumen [GO:0035580]; tertiary granule lumen [GO:1904724]	N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; peptidoglycan binding [GO:0042834]; peptidoglycan immune receptor activity [GO:0016019]; zinc ion binding [GO:0008270]	antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; biological process involved in interaction with host [GO:0051701]; defense response to Gram-positive bacterium [GO:0050830]; detection of bacterium [GO:0016045]; innate immune response [GO:0045087]; killing of cells of other organism [GO:0031640]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interferon-gamma production [GO:0032689]; negative regulation of natural killer cell differentiation involved in immune response [GO:0032827]; peptidoglycan catabolic process [GO:0009253]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLYRP1&keywords=PGLYRP1	0.020882533707865168	791	7.512452838888889	0.0027797357105246324	855	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0	0	0	0	0	0	0	0
PI16	peptidase inhibitor 16	TBD	enzyme inhibitor	ENSG00000164530	Q6UXB8	CRISP family	1	ligand	cell_surface, ligand, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	O75121, O75509	MFAP3L, TNFRSF21	MFAP3L [Cellinker:32589946], TNFRSF21 [Cellinker:32589946]	extracellular space [GO:0005615]	peptidase inhibitor activity [GO:0030414]	negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]; negative regulation of peptidase activity [GO:0010466]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI16&keywords=PI16	0.06369520337078652	709	24.290775074074073	0.0026222013465741316	857	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0.0013611615245009074	0.0017985611510791368	0	0	0.001122334455667789	0.0013519603424966202	0.001321003963011889	0	0.002699055330634278
PI3	peptidase inhibitor 3	TBD	enzyme inhibitor	ENSG00000124102	P19957	NA	2	ecm, ligand	ecm, ecm_regulator, extracellular, intracellular, ligand, secreted, secreted_peptidase_inhibitor	O14939	PLD2	PLD2 [CellTalkDB:32196115]	cornified envelope [GO:0001533]; cytosol [GO:0005829]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	endopeptidase inhibitor activity [GO:0004866]; serine-type endopeptidase inhibitor activity [GO:0004867]; structural constituent of skin epidermis [GO:0030280]	antibacterial humoral response [GO:0019731]; copulation [GO:0007620]; innate immune response [GO:0045087]; peptide cross-linking [GO:0018149]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI3&keywords=PI3	66.42502393258427	65	39.38405370370371	1.6865969248279262	196	0	0.7010978043912143	0.00995575221238938	0.1294964028776982	0.021885521885521883	0	0	0.0016313213703099511	0	7.677927627186542e-4	5.408537763183311e-4	303	381	382	0.0786704953887428	1.2711229590402882e-6	0.009760861207725575	0.006876187648577752	526	465	489	0	0	0	0	0	0	0	0	0
PIK3IP1	phosphoinositide-3-kinase interacting protein 1	No		ENSG00000100100	Q96FE7	NA	1	ligand	cell_surface, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, secreted, transmembrane, transmembrane_predicted	NA	PIK3CA_PIK3R1	NA	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	phosphatidylinositol 3-kinase catalytic subunit binding [GO:0036313]	negative regulation of phosphatidylinositol 3-kinase activity [GO:0043553]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3IP1&keywords=PIK3IP1	9.912108224874023	238	47.81509537037037	0.2073008163502731	508	0.03937007874015748	0.08383233532934123	0.17367256637168163	0.17410071942446098	0.042087542087542076	0.07445008460236888	0.07162284678150485	0.05709624796084834	0.05697373288938223	0.07197222593136791	0.019663898010430697	160	123	205	0.0786220252844624	0.7246539403920389	0.9154207631880356	0.25010768838014064	196	141	264	0.09618874773139774	0.1528776978417266	0.08125000000000004	0.022833562585969754	0.0785634118967452	0.07661108607480832	0.05019815059445176	0.08165997322623837	0.041835357624831294
PILRA	paired immunoglobin like type 2 receptor alpha	No		ENSG00000085514	Q9UKJ1	NA	1	adhesion, ligand, receptor	adhesion, cell_adhesion, cell_surface, extracellular, intracellular, ligand, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O43699, O75019, O75023, P78410, Q8N423, Q8N6C8, Q9HCN6	BTN3A2, GP6, LILRA1, LILRA3, LILRB2, LILRB5, SIGLEC6	SIGLEC6 [Cellinker:32822567], LILRA1 [Cellinker:32822567], LILRB5 [Cellinker:32822567], LILRA3 [Cellinker:32822567], GP6 [Cellinker:32822567], BTN3A2 [Cellinker:32822567], LILRB2 [Cellinker:32822567]	extracellular exosome [GO:0070062]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	MHC class I protein binding [GO:0042288]	signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PILRA&keywords=PILRA	0.7415357612359551	491	12.406062592592592	0.05977205497105146	665	0.9999999999999989	0.007485029940119762	0	0.003836930455635491	0	0	0.005439709882139619	0.0016313213703099511	3.699593044765076e-4	0.001402056349312324	0.0015839289163608278	302	361	341	0.09288626692894121	0.003984000200584934	0.015095394466068248	0.017053405884338464	456	434	456	0.01088929219600726	0.010791366906474819	0.012499999999999999	0.011554332874828066	0.002244668911335578	0.006759801712483102	0	0.002677376171352075	0.005398110661268556
PIP	prolactin induced protein	TBD		ENSG00000159763	P12273	PIP family	8	ligand	extracellular, intracellular, ligand, secreted	P01730, P55064, Q9Y639	AQP5, CD4, NPTN	AQP5 [CellTalkDB:18696337], CD4 [Baccin2019:10820003;CellTalkDB:10820003;Cellinker:10820003;HPRD:10820003;InnateDB:10820003;LRdb:10820003;connectomeDB2020:10820003], NPTN [CellTalkDB:32196115]	extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]	actin binding [GO:0003779]; aspartic-type endopeptidase activity [GO:0004190]; identical protein binding [GO:0042802]; IgG binding [GO:0019864]	detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; negative regulation of T cell apoptotic process [GO:0070233]; positive regulation of gene expression [GO:0010628]; proteolysis [GO:0006508]; regulation of immune system process [GO:0002682]; retina homeostasis [GO:0001895]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIP&keywords=PIP	0.48750762696629213	525	192.1884903851852	0.002536612498155146	858	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	0	0	0	0	0	0	0	0	0
PLA2G2A	phospholipase A2 group IIA	No		ENSG00000188257	P14555	Phospholipase A2 family	3	cell_surface_ligand, ligand, receptor, secreted_enzyme	cell_surface_ligand, extracellular, intracellular, ligand, plasma_membrane, receptor, secreted, secreted_enzyme	P00533, P05106, P05556, P06756, P08648, P13612, P21860	EGFR, ERBB3, ITGA4, ITGA5, ITGAV, ITGB1, ITGB3	ITGA4 [connectomeDB2020:25398877], ITGA5 [connectomeDB2020:25398877], ITGAV [connectomeDB2020:25398877], ITGB1 [connectomeDB2020:25398877], ITGB3 [connectomeDB2020:25398877], ERBB3 [Cellinker:28440478], EGFR [Cellinker:28440478]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; mitochondrial outer membrane [GO:0005741]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; secretory granule [GO:0030141]	calcium-dependent phospholipase A2 activity [GO:0047498]; calcium ion binding [GO:0005509]; phospholipase A2 activity [GO:0004623]; phospholipid binding [GO:0005543]	arachidonic acid secretion [GO:0050482]; cytolysis [GO:0019835]; defense response to Gram-positive bacterium [GO:0050830]; inflammatory response [GO:0006954]; intestinal stem cell homeostasis [GO:0036335]; lipid catabolic process [GO:0016042]; low-density lipoprotein particle remodeling [GO:0034374]; phosphatidic acid metabolic process [GO:0046473]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylethanolamine metabolic process [GO:0046337]; phospholipid metabolic process [GO:0006644]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of inflammatory response [GO:0050729]; positive regulation of macrophage derived foam cell differentiation [GO:0010744]; regulation of neutrophil activation [GO:1902563]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G2A&keywords=PLA2G2A	1.7690578628536422	395	104.26598642592593	0.016966779117500247	773	0	0	0	0.002158273381294964	0	0	0	0	0	0	1.1589723778249952e-4	303	409	398	2.0674278355249667e-4	4.834589744080678e-4	4.834589744080678e-4	0.56079905612496	467	505	196	0	0	0	0.001375515818431912	0	0	0	0	0
PLAC1	placenta enriched 1	TBD		ENSG00000170965	Q9HBJ0	PLAC1 family	1	ligand	ligand, secreted	NA	NA	NA	extracellular region [GO:0005576]	NA	placenta development [GO:0001890]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAC1&keywords=PLAC1	0.0717164617977528	697	0.057508866666666665	1.2470500854838198	236	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	4.5372050816696913e-4	0.0017985611510791368	0	0.0016506189821182944	0	4.506534474988734e-4	0	0	0.001349527665317139
PLAUR	plasminogen activator, urokinase receptor	No		ENSG00000011422	Q03405	NA	1	adhesion, cell_surface_ligand, ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, ligand, matrix_adhesion, plasma_membrane, plasma_membrane_peripheral, plasma_membrane_transmembrane, receptor, secreted, transmembrane	P00749, P04264, P05106, Q9NZR2	ITGB3, KRT1, LRP1B, PLAU	KRT1 [SIGNOR:14691569], ITGB3 [SIGNOR:27383564], PLAU [BioGRID:11501527;BioGRID:16879932;BioGRID:19017363;DIP:18376415;HPMR:16456079;HPRD:11501527;HPRD:3023326;HPRD:3031025], LRP1B [Baccin2019:21711236;HPRD:11384978;HPRD:12194987]	anchored component of membrane [GO:0031225]; cell projection [GO:0042995]; cell surface [GO:0009986]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; extracellular region [GO:0005576]; extrinsic component of membrane [GO:0019898]; focal adhesion [GO:0005925]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; protein complex involved in cell-matrix adhesion [GO:0098637]; serine-type endopeptidase complex [GO:1905370]; specific granule membrane [GO:0035579]	enzyme binding [GO:0019899]; protein domain specific binding [GO:0019904]; signaling receptor activity [GO:0038023]; signaling receptor binding [GO:0005102]; urokinase plasminogen activator receptor activity [GO:0030377]	blood coagulation [GO:0007596]; chemotaxis [GO:0006935]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway [GO:2001268]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; positive regulation of DNA binding [GO:0043388]; positive regulation of epidermal growth factor receptor signaling pathway [GO:0045742]; positive regulation of homotypic cell-cell adhesion [GO:0034112]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; regulation of cell adhesion [GO:0030155]; regulation of proteolysis [GO:0030162]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAUR&keywords=PLAUR	39.600878161981214	105	9.460879240740741	4.185750270743931	98	3.055118110236218	1.3043912175648695	0.11393805309734525	1.9990407673860522	0.5690235690235689	0.09644670050761417	0.06436990027198537	0.058727569331158296	0.08620051794302613	0.017191881426091557	0.15518640139076084	138	208	82	0.68360315347079	0.12609743664233372	0.02514906320121275	0.2270125260563756	347	406	274	0.024047186932849355	0.02338129496402877	0.029166666666666664	0.063273727647868	0.007856341189674524	0.007210455159981976	0.01056803170409511	0.016064257028112445	0.035087719298245605
PLG	plasminogen	No		ENSG00000122194	P00747	Peptidase S1 family, Plasminogen subfamily	11	ligand	cell_surface, ecm_regulator, extracellular, intracellular, ligand, secreted	O00254, P00450, P00749, P00750, P01138, P02749, P02751, P05107, P05556, P08254, P11215, P11717, P13726, P14780, P17936, P17948, P25116, P55085, P98164, Q03405, Q13797, Q8TEW0, Q96RI0, Q9HBL7	APOH, CP, F2R, F2RL1, F2RL2, F2RL3, F3, FLT1, FN1, IGF2R, IGFBP3, ITGA9, ITGAD_ITGB2, ITGAM, ITGB1, ITGB2, LRP2, MMP3, MMP9, NGF, PARD3, PLAT, PLAU, PLAUR, PLGRKT	PLAT [HPRD:11928826;SIGNOR:1447176], APOH [HPRD:8460120;HPRD:9596664;SIGNOR:9596664], F2R [Baccin2019:10978167;CellTalkDB:10978167;HPRD:10978167;LRdb:10978167;SIGNOR:10978167;connectomeDB2020:10978167], ITGAM [CellTalkDB:32196115], ITGB1 [CellTalkDB:15247268;Cellinker:15247268;HPMR:15247268;LRdb:15247268;connectomeDB2020:15247268], PLAUR [CellTalkDB:10092105], ITGB2 [CellTalkDB:32196115], IGF2R [NA], F3 [Baccin2019:9490681;Cellinker:9490681;HPRD:9490681;LRdb:9490681;connectomeDB2020:9490681], PLGRKT [CellTalkDB:19897580;Cellinker:19897580;LRdb:19897580;Ramilowski2015:19897580;connectomeDB2020:19897580;talklr:19897580], ITGA9 [CellTalkDB:15247268;Cellinker:15247268;HPMR:15247268;LRdb:15247268;connectomeDB2020:15247268], FLT1 [CellTalkDB:32196115], F2RL1 [Baccin2019:10978167;Baccin2019:12604689;Baccin2019:9020112;CellTalkDB:12604689;Cellinker:10978167;Cellinker:12604689;Cellinker:9020112;HPRD-phos:10978167;HPRD-phos:12604689;HPRD-phos:9020112;HPRD:10978167;HPRD:12604689;HPRD:9020112;LRdb:10978167;LRdb:12604689;LRdb:9020112;connectomeDB2020:10978167;connectomeDB2020:12604689;connectomeDB2020:9020112], F2RL2 [NA], F2RL3 [NA], PARD3 [NA], FN1 [Cellinker:2413022], LRP2 [Baccin2019:10073957], CP [HPRD-phos:146197;HPRD-phos:6582496;HPRD:146197;HPRD:6582496], IGFBP3 [HPRD-phos:7538844;HPRD-phos:8843739;HPRD:7538844;HPRD:8843739;HPRD:9337997;HPRD:9688635], PLAU [HPRD:2829380;HPRD:3920216;HPRD:4226004], NGF [HPRD:11729324], MMP9 [HPRD:9360944], MMP3 [HPRD:9548733]	blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of external side of plasma membrane [GO:0031232]; extrinsic component of plasma membrane [GO:0019897]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]; platelet alpha granule lumen [GO:0031093]; Schaffer collateral - CA1 synapse [GO:0098685]	apolipoprotein binding [GO:0034185]; chaperone binding [GO:0051087]; endopeptidase activity [GO:0004175]; enzyme binding [GO:0019899]; kinase binding [GO:0019900]; protein antigen binding [GO:1990405]; protein domain specific binding [GO:0019904]; serine-type endopeptidase activity [GO:0004252]; serine-type peptidase activity [GO:0008236]; signaling receptor binding [GO:0005102]	biological process involved in interaction with symbiont [GO:0051702]; blood coagulation [GO:0007596]; extracellular matrix disassembly [GO:0022617]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; negative regulation of cell-cell adhesion mediated by cadherin [GO:2000048]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of cell-substrate adhesion [GO:0010812]; negative regulation of fibrinolysis [GO:0051918]; positive regulation of blood vessel endothelial cell migration [GO:0043536]; positive regulation of fibrinolysis [GO:0051919]; proteolysis [GO:0006508]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trans-synaptic signaling by BDNF, modulating synaptic transmission [GO:0099183]; trophoblast giant cell differentiation [GO:0060707]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLG&keywords=PLG	0.6472518831730899	501	6.434605157777778	0.10058922921351378	606	0	0	0	0	0	0	0	0	0	0	0	303	409	401	0	1	1	1	135	131	101	9.074410163339383e-4	0	0	0.0027510316368638235	0.001122334455667789	4.506534474988734e-4	0	0	0.001349527665317139
PLXNB1	plexin B1	No		ENSG00000164050	O43157	Plexin family	1	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, extracellular, intracellular, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	O15031, P04626, Q92854, Q9NPR2, Q9NTN9	ERBB2, PLXNB2, SEMA4B, SEMA4D, SEMA4G	SEMA4D [Baccin2019:29981480;CellPhoneDB:22325954;DIP:20877282;HPMR:10520995;HPRD:11937491;IntAct:20877282], SEMA4G [Cellinker:32589946], SEMA4B [Cellinker:32589946;HPRD:12123608], PLXNB2 [Cellinker:24043639], ERBB2 [Cellinker:15210733]	extracellular region [GO:0005576]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; semaphorin receptor complex [GO:0002116]	GTPase activating protein binding [GO:0032794]; GTPase activator activity [GO:0005096]; semaphorin receptor activity [GO:0017154]; semaphorin receptor binding [GO:0030215]; transmembrane signaling receptor activity [GO:0004888]	cell migration [GO:0016477]; inhibitory synapse assembly [GO:1904862]; intracellular signal transduction [GO:0035556]; negative regulation of cell adhesion [GO:0007162]; negative regulation of osteoblast proliferation [GO:0033689]; neuron projection morphogenesis [GO:0048812]; ossification involved in bone maturation [GO:0043931]; positive regulation of axonogenesis [GO:0050772]; positive regulation of GTPase activity [GO:0043547]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; regulation of cell migration [GO:0030334]; regulation of cell shape [GO:0008360]; regulation of cytoskeleton organization [GO:0051493]; regulation of GTPase activity [GO:0043087]; semaphorin-plexin signaling pathway [GO:0071526]; semaphorin-plexin signaling pathway involved in axon guidance [GO:1902287]; semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis [GO:1900220]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLXNB1&keywords=PLXNB1	23.336914722561414	160	60.9547295	0.3828565063893158	412	0.007874015748031496	0.10928143712574837	0.0165929203539823	0.01702637889688249	0.03703703703703703	0.1133671742808798	0.069809610154125	0.09461663947797727	0.08694043655197908	0.04336359994658943	0.038709677419354556	137	153	167	0.057692629726598804	1.5069582764411267	0.7516319673568317	0.6709645669878522	75	175	162	0.5095281306714992	0.6906474820143861	0.5458333333333323	0.3537826685006859	0.46015712682379206	0.45786390265885785	0.5653896961690879	0.5127175368139232	0.3967611336032406
PMCH	pro-melanin concentrating hormone	Yes		ENSG00000183395	P20382	Melanin-concentrating hormone family	14	ligand	extracellular, intracellular, ligand, secreted	P08913, P48039, Q12866, Q14831, Q969V1, Q99705	ADRA2A, GRM7, MCHR1, MCHR2, MERTK, MTNR1A	MCHR1 [Baccin2019:10421367;Baccin2019:10421368;Baccin2019:11375253;Baccin2019:11478907;Baccin2019:11839762;CellTalkDB:10421368;Cellinker:10421367;Cellinker:10421368;Cellinker:11375253;Cellinker:11478907;Cellinker:11839762;Guide2Pharma:10421367;Guide2Pharma:11375253;HPMR:10421367;HPMR:10421368;HPRD:11478907;HPRD:11839762;LRdb:10421367;LRdb:10421368;LRdb:11375253;LRdb:11478907;LRdb:11839762;SIGNOR:10421367;connectomeDB2020:10421367;connectomeDB2020:10421368;connectomeDB2020:11375253;connectomeDB2020:11478907;connectomeDB2020:11839762;scConnect:10421367;scConnect:11375253], MCHR2 [CellTalkDB:11416225;Cellinker:10471841;Cellinker:11274220;Cellinker:11404457;Cellinker:11416225;Cellinker:11478907;Cellinker:11839762;Guide2Pharma:11404457;HPMR:10471841;HPRD:11274220;HPRD:11404457;HPRD:11416225;HPRD:11478907;HPRD:11839762;LRdb:10471841;LRdb:11274220;LRdb:11404457;LRdb:11416225;LRdb:11478907;LRdb:11839762;SIGNOR:10471841;connectomeDB2020:10471841;connectomeDB2020:11274220;connectomeDB2020:11404457;connectomeDB2020:11416225;connectomeDB2020:11478907;connectomeDB2020:11839762;scConnect:11404457], GRM7 [CellTalkDB:32196115], ADRA2A [CellTalkDB:32196115], MTNR1A [CellTalkDB:32196115], MERTK [CellChatDB:30501104;Cellinker:30501104]	extracellular region [GO:0005576]; nucleus [GO:0005634]; synapse [GO:0045202]	melanin-concentrating hormone activity [GO:0030354]; type 1 melanin-concentrating hormone receptor binding [GO:0031777]	cell differentiation [GO:0030154]; chemical synaptic transmission [GO:0007268]; feeding behavior [GO:0007631]; neuropeptide signaling pathway [GO:0007218]; spermatogenesis [GO:0007283]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMCH&keywords=PMCH	0.07171957865168539	696	0.8460638333333333	0.08476862779048305	627	0.031496062992125984	0	0	2.3980815347721823e-4	0	0.00338409475465313	0.0027198549410698096	0	0	1.0014688209373749e-4	0.005524435000965814	303	406	286	0.003951309338580518	2.5307426143787833e-5	0.025369905647322687	1.398117615157132	494	404	61	0	0	0	0	0	0	0	0	0
PNOC	prepronociceptin	Yes		ENSG00000168081	Q13519	Opioid neuropeptide precursor family	12	ligand	extracellular, intracellular, ligand, secreted	P08913, P41146, P48039, Q14831	ADRA2A, GRM7, MTNR1A, OPRL1	OPRL1 [Baccin2019:10369464;Baccin2019:10692489;Baccin2019:11097863;Baccin2019:12070757;Baccin2019:12967935;Baccin2019:22827708;Baccin2019:7481766;Baccin2019:8849681;BioGRID:10692489;BioGRID:11097863;CellTalkDB:12967935;Cellinker:10369464;Cellinker:10692489;Cellinker:11097863;Cellinker:12070757;Cellinker:12967935;Cellinker:22827708;Cellinker:7481766;Cellinker:8849681;Guide2Pharma:10369464;Guide2Pharma:12070757;Guide2Pharma:9413015;HPMR:7481766;HPRD:10692489;HPRD:11097863;LRdb:10369464;LRdb:10692489;LRdb:11097863;LRdb:12070757;LRdb:12967935;LRdb:22827708;LRdb:7481766;LRdb:8849681;Lit-BM-17:10692489;Lit-BM-17:11097863;Lit-BM-17:23597562;connectomeDB2020:10369464;connectomeDB2020:10692489;connectomeDB2020:11097863;connectomeDB2020:12070757;connectomeDB2020:12967935;connectomeDB2020:22827708;connectomeDB2020:7481766;connectomeDB2020:8849681;scConnect:10369464;scConnect:12070757;scConnect:9353393;scConnect:9413015], GRM7 [CellTalkDB:32196115], MTNR1A [CellTalkDB:32196115], ADRA2A [CellTalkDB:32196115]	axon terminus [GO:0043679]; dendrite [GO:0030425]; extracellular region [GO:0005576]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]	neuropeptide hormone activity [GO:0005184]; opioid peptide activity [GO:0001515]; opioid receptor binding [GO:0031628]	chemical synaptic transmission [GO:0007268]; female pregnancy [GO:0007565]; neuropeptide signaling pathway [GO:0007218]; sensory perception [GO:0007600]; signal transduction [GO:0007165]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNOC&keywords=PNOC	0.25397628651685394	591	1.7262740481481482	0.1471240166512983	554	0	0	0	2.3980815347721823e-4	0	0	0	0.0016313213703099511	0	2.3367605821872085e-4	0.0012748696156074952	303	401	354	3.07243199783035e-4	3.253691640829981e-4	0.7606352064524351	4.148357980614322	468	171	7	9.074410163339383e-4	0.0035971223021582736	0.06666666666666667	2.751031636863824e-4	0.031425364758698095	4.506534474988734e-4	0.054161162483487436	0.041499330655957165	0.004048582995951417
PODXL	podocalyxin like	No		ENSG00000128567	O00592	Podocalyxin family	1	adhesion, cell_surface_ligand, receptor	adhesion, cell_adhesion, cell_surface, cell_surface_ligand, intracellular, plasma_membrane, plasma_membrane_transmembrane, receptor, secreted, transmembrane, transmembrane_predicted	P14151	SELL	SELL [CellTalkDB:9625756;HPRD:9625756;LRdb:9625756;connectomeDB2020:9625756]	apical plasma membrane [GO:0016324]; centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; filopodium [GO:0030175]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; lamellipodium [GO:0030027]; membrane raft [GO:0045121]; microvillus membrane [GO:0031528]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; ruffle [GO:0001726]; slit diaphragm [GO:0036057]	NA	cell adhesion [GO:0007155]; cell migration [GO:0016477]; epithelial tube formation [GO:0072175]; glomerular visceral epithelial cell development [GO:0072015]; negative regulation of cell adhesion [GO:0007162]; negative regulation of cell-cell adhesion [GO:0022408]; positive regulation of cell-cell adhesion mediated by integrin [GO:0033634]; positive regulation of cell migration [GO:0030335]; regulation of microvillus assembly [GO:0032534]	https://www.genecards.org/cgi-bin/carddisp.pl?gene=PODXL&keywords=PODXL	26.514129545098047	144	31.845891703703703	0.8325761391305874	293	0	0.04191616766467062	2.3838495575221237	0.2870503597122311	0.13804713804713817	0.00676818950930626	0.005439709882139619	0.0016313213703099511	0.0029596744358120607	0.0034717585792495595	0.006876569441761642	295	312	267	0.2616373132877039	0.011312504578836395	0.013269732855185377	0.02628320374884559	433	443	423	0.08620689655172435	0.10251798561151086	0.029166666666666664	0.04869325997248972	0.057239057239057284	0.031996394772420014	0.017173051519154558	0.013386880856760371	0.06477732793522264
